eventId,occurredAt,qrCode,eventType,latitude,longitude,locationLabel,actorId
192784c5-19df-4c74-bdb1-2ee4041318d1,2026-07-01T09:07:05.810761Z,081401565675769,CONSUMER_VALIDATE,12.976294895656855,77.6004489598642,BENGALURU_Retail,usr_388
aa80cd13-d422-43c4-8d12-4b0e340f63e5,2026-07-01T17:32:05.810761Z,081401565675769,CONSUMER_VALIDATE,12.965626236939949,77.59839370294695,BENGALURU_Retail,usr_106
9152fcd7-8138-4429-a2e5-7f28c3dfb20b,2026-06-30T09:55:05.810761Z,081401565675769,CONSUMER_VALIDATE,12.977524858473464,77.59743276381239,BENGALURU_Retail,usr_790
3a078478-50bb-428a-a800-03a44b26b6e5,2026-06-30T17:48:05.810761Z,081401565675769,CONSUMER_VALIDATE,12.974227117337703,77.58810886301575,BENGALURU_Retail,usr_734
c72ffd38-58fd-4260-83d7-9bf39d9e8620,2026-06-29T09:05:05.810761Z,081401565675769,CONSUMER_VALIDATE,12.971147673681497,77.59036916235301,BENGALURU_Retail,usr_607
9d0d6e6e-16c6-4e73-af73-6c5f9c48d73d,2026-06-29T17:23:05.810761Z,081401565675769,CONSUMER_VALIDATE,12.962613225198323,77.59097720110873,BENGALURU_Retail,usr_964
e612942f-4a56-45e3-ad87-8e0ccb96a1cd,2026-07-01T09:07:05.810761Z,743077428853357,CONSUMER_VALIDATE,12.964634908453055,77.60380698194011,BENGALURU_Retail,usr_237
88635241-8f23-4462-96e8-0f7bc0cb36c7,2026-07-01T17:11:05.810761Z,743077428853357,CONSUMER_VALIDATE,12.964644016529935,77.58536193750031,BENGALURU_Retail,usr_594
0c5c11fa-3a45-4030-bdec-e15640f127db,2026-06-30T09:33:05.810761Z,743077428853357,CONSUMER_VALIDATE,12.966011483092915,77.59692626747501,BENGALURU_Retail,usr_335
b0675fe0-d966-4360-851e-004bb5f5d7c6,2026-06-30T17:37:05.810761Z,743077428853357,CONSUMER_VALIDATE,12.966787223193721,77.5952464566412,BENGALURU_Retail,usr_970
b2397a01-32c2-4737-9cb9-cec7e372ee0e,2026-06-29T09:16:05.810761Z,743077428853357,CONSUMER_VALIDATE,12.967040131967433,77.58931752077042,BENGALURU_Retail,usr_545
a6c4196d-178d-4756-9b4c-99eb20e89e7d,2026-06-29T17:28:05.810761Z,743077428853357,CONSUMER_VALIDATE,12.965482806162008,77.59585361013905,BENGALURU_Retail,usr_795
51164296-2092-425f-a453-3ff40adb4696,2026-07-01T09:34:05.810761Z,952007021444455,CONSUMER_VALIDATE,19.07640934883173,72.88115634929795,MUMBAI_Retail,usr_472
6b2cf1a3-20c2-4cf4-b97b-c726e65429a4,2026-07-01T17:32:05.810761Z,952007021444455,CONSUMER_VALIDATE,19.078182838545928,72.88708535580221,MUMBAI_Retail,usr_284
83e39eb6-2a34-454b-aaa4-484443be2b43,2026-06-30T09:22:05.810761Z,952007021444455,CONSUMER_VALIDATE,19.080278325828054,72.87096007855945,MUMBAI_Retail,usr_297
0b1b52fb-cf14-4181-ab90-79245572d423,2026-06-30T17:42:05.810761Z,952007021444455,CONSUMER_VALIDATE,19.072054119810964,72.870549392317,MUMBAI_Retail,usr_792
ea6e5610-78cb-422a-b196-4c8be9a65aee,2026-06-29T09:26:05.810761Z,952007021444455,CONSUMER_VALIDATE,19.077383903055356,72.87035603273405,MUMBAI_Retail,usr_304
9229621b-25eb-4902-a5b5-64a9c7dd132a,2026-06-29T17:53:05.810761Z,952007021444455,CONSUMER_VALIDATE,19.081571366594446,72.87422299402554,MUMBAI_Retail,usr_511
2d01660b-bccf-4037-bb00-cf7882a0e341,2026-07-01T09:08:05.810761Z,476729159717065,CONSUMER_VALIDATE,51.50872697155744,-0.12322894475619971,LONDON_Retail,usr_762
f45b7723-9bf5-4c48-82df-71b9bc495793,2026-07-01T17:20:05.810761Z,476729159717065,CONSUMER_VALIDATE,51.50939922101351,-0.12682008872152992,LONDON_Retail,usr_440
800e934e-db50-458f-8578-cb27e902b7af,2026-06-30T09:18:05.810761Z,476729159717065,CONSUMER_VALIDATE,51.50488990633171,-0.12101688756775808,LONDON_Retail,usr_141
dc8d1215-4881-4899-9075-efbc0bb0fb39,2026-06-30T17:58:05.810761Z,476729159717065,CONSUMER_VALIDATE,51.50671761576321,-0.12525118639520869,LONDON_Retail,usr_353
ef5a8bdf-fe71-466b-81f6-454ef81cad47,2026-06-29T09:23:05.810761Z,476729159717065,CONSUMER_VALIDATE,51.50114472607892,-0.1259893499839653,LONDON_Retail,usr_692
c0a18acc-0b0f-4e52-889a-4b24d03f2239,2026-06-29T17:19:05.810761Z,476729159717065,CONSUMER_VALIDATE,51.50111113151077,-0.11808508228674082,LONDON_Retail,usr_967
4935540c-8a29-4ed2-bd46-b2d6f37e08c1,2026-07-01T09:55:05.810761Z,973749180426355,CONSUMER_VALIDATE,35.676360908615784,139.65542597460714,TOKYO_Retail,usr_767
a78a2aee-a4de-4817-a1ca-fc373deb02ee,2026-07-01T17:47:05.810761Z,973749180426355,CONSUMER_VALIDATE,35.676769383338645,139.65588394599277,TOKYO_Retail,usr_990
0d63ad31-d87f-4abb-9fe0-53507fa3ff94,2026-06-30T09:46:05.810761Z,973749180426355,CONSUMER_VALIDATE,35.6851704254239,139.6439003517431,TOKYO_Retail,usr_476
c1a4dd49-0cc0-417f-b984-091c73a9151d,2026-06-30T17:28:05.810761Z,973749180426355,CONSUMER_VALIDATE,35.66882025783647,139.65036884144195,TOKYO_Retail,usr_352
084e25a6-ef4e-419b-8e30-000879b30eff,2026-06-29T09:56:05.810761Z,973749180426355,CONSUMER_VALIDATE,35.67753023799656,139.65400666370624,TOKYO_Retail,usr_438
838b2286-4695-4164-a819-5e0b0f34947b,2026-06-29T17:13:05.810761Z,973749180426355,CONSUMER_VALIDATE,35.673216234113056,139.64910170629904,TOKYO_Retail,usr_443
3a3d2b0f-1aaa-461e-9b8a-7420b2e7be1e,2026-07-01T09:41:05.810761Z,421754497435491,CONSUMER_VALIDATE,35.67714028133501,139.657804065887,TOKYO_Retail,usr_282
1c34b50d-b2b3-4135-9b82-442f5c893a86,2026-07-01T17:19:05.810761Z,421754497435491,CONSUMER_VALIDATE,35.685156350014886,139.64894362750667,TOKYO_Retail,usr_251
c4f2939c-f21f-4fd1-88d3-e4d3f3589349,2026-06-30T09:54:05.810761Z,421754497435491,CONSUMER_VALIDATE,35.667880609442335,139.64174092969222,TOKYO_Retail,usr_705
c45fe103-f5d2-4def-81a2-8d7a1b2943cf,2026-06-30T17:38:05.810761Z,421754497435491,CONSUMER_VALIDATE,35.67850352846194,139.64320693942216,TOKYO_Retail,usr_919
4268ce2e-e74a-4236-b4dc-a8e1c692e52c,2026-06-29T09:47:05.810761Z,421754497435491,CONSUMER_VALIDATE,35.66991792853732,139.65384029214258,TOKYO_Retail,usr_435
842b7abb-35db-47cb-a6ce-4f61f750c8ad,2026-06-29T17:44:05.810761Z,421754497435491,CONSUMER_VALIDATE,35.669160925130946,139.6560874630525,TOKYO_Retail,usr_481
3893b510-eca3-41a5-86f0-c4fbe5711d06,2026-07-01T09:32:05.810761Z,033843266022394,CONSUMER_VALIDATE,40.7037939410109,-74.0004332844167,NEW_YORK_Retail,usr_250
72b68c46-b49e-4113-b47e-de8c341e3992,2026-07-01T17:01:05.810761Z,033843266022394,CONSUMER_VALIDATE,40.716193872828505,-74.01382971642528,NEW_YORK_Retail,usr_795
cd8a65c8-4fd2-4fe6-a9e8-6e135a93cf89,2026-06-30T09:56:05.810761Z,033843266022394,CONSUMER_VALIDATE,40.70320418375363,-74.01334722895622,NEW_YORK_Retail,usr_573
54842b91-e42e-4863-b8a8-34184a10ae95,2026-06-30T17:36:05.810761Z,033843266022394,CONSUMER_VALIDATE,40.72173735569137,-74.01271114120514,NEW_YORK_Retail,usr_836
f9fc5c76-991c-4be5-ac75-e29cd2eb1279,2026-06-29T09:12:05.810761Z,033843266022394,CONSUMER_VALIDATE,40.72074409052638,-73.99682293459395,NEW_YORK_Retail,usr_637
a65490a0-f189-47ff-bb33-e2c59ce48b74,2026-06-29T17:10:05.810761Z,033843266022394,CONSUMER_VALIDATE,40.7083977050196,-74.01481387149205,NEW_YORK_Retail,usr_349
14257c4c-3642-4be3-bb6e-0110ef7540eb,2026-07-01T09:24:05.810761Z,548246395408888,CONSUMER_VALIDATE,19.06958840850514,72.88662550725684,MUMBAI_Retail,usr_852
060a2034-4aac-4d77-be40-933fd25d472d,2026-07-01T17:06:05.810761Z,548246395408888,CONSUMER_VALIDATE,19.071043771628748,72.8709671367802,MUMBAI_Retail,usr_858
f07e1522-ed62-4d3b-81b2-6c77758ae49a,2026-06-30T09:14:05.810761Z,548246395408888,CONSUMER_VALIDATE,19.077366481077537,72.868181352948,MUMBAI_Retail,usr_587
c44ebed7-2523-4db4-93f7-2c0119453387,2026-06-30T17:50:05.810761Z,548246395408888,CONSUMER_VALIDATE,19.079952863523836,72.88338820678123,MUMBAI_Retail,usr_692
a3eeaef1-caf9-409c-a136-17a70fa0b03d,2026-06-29T09:56:05.810761Z,548246395408888,CONSUMER_VALIDATE,19.080964091703866,72.8762215634947,MUMBAI_Retail,usr_858
